id,name,popularity,duration_ms,explicit,artists,release_date,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo
track_15,Song 15,62,158392,1,Artist 15,2012-08-18,0.6237430848640091,0.9567204338893498,6,-7.3614158284178615,0,0.9325360858022239,0.32880180457845365,0.1577036212594919,0.6528133668142431,0.9479373463796514,73.81532844774284
track_16,Song 16,61,127461,1,Artist 16,1995-02-04,0.76230262450096,0.5993597250421656,8,-42.57828687799915,0,0.4881044471013777,0.6593281279840014,0.25226908960084593,0.8561461502862873,0.57188258826611,140.05852397008474
track_17,Song 17,98,220123,0,Artist 17,1999-11-02,0.03893801668766561,0.7286562842366027,11,-55.07935552750874,0,0.63044811565799,0.2939613764102983,0.15664737836363352,0.2871318371871433,0.30556306102142994,73.40750406794777
track_18,Song 18,6,130516,0,Artist 18,1983-05-14,0.8371196278306522,0.3153637432661175,9,-42.0904141155022,1,0.7342720305307154,0.21580425105969336,0.9529103135635096,0.18372834034143737,0.49552462331184466,82.4482501467232
track_19,Song 19,26,330357,1,Artist 19,1962-07-13,0.6195262000363033,0.3931471294940152,4,-19.65828852406834,1,0.37110609109953896,0.1586371866495987,0.4054039608509241,0.378847464850555,0.5016298089230942,71.96535220824738
track_20,Song 20,91,268586,0,Artist 20,1981-08-12,0.5633953507126401,0.23692399389672347,11,-40.274392346733,0,0.7201016545391412,0.3126826650277922,0.337219909910226,0.8943830763718558,0.023287079442581904,113.3834895932909
track_21,Song 21,85,241251,0,Artist 21,2012-01-07,0.6246140481145316,0.09696567096542474,1,-43.3132699467718,1,0.6759924897563402,0.10591568962877351,0.014202156170764701,0.009860728337139468,0.35545985188413864,177.8741836185688
track_22,Song 22,13,352034,0,Artist 22,1961-06-02,0.8644332468683641,0.1790316374415838,9,-48.933888564944105,1,0.7056593338739465,0.018646586414782895,0.1534175794108874,0.6778686160577454,0.7398657995429174,186.96549482873587
track_23,Song 23,70,287340,0,Artist 23,1983-01-13,0.5869365065589071,0.7975140452964858,5,-30.149014387533988,0,0.4892299002046129,0.8046416973346773,0.4211358562424995,0.4771600464115815,0.510069188950708,70.06452364400188
track_24,Song 24,100,341558,0,Artist 24,2003-02-14,0.5809503798881793,0.6775458051837758,11,-43.44307031056874,0,0.3829373822916171,0.13789494241457656,0.06850279257189407,0.16104621496068006,0.2442301170095842,148.83701972062778
track_25,Song 25,85,351496,1,Artist 25,1989-01-27,0.9906791570657658,0.5469288759854769,11,-16.13937905163101,1,0.22208218820898984,0.7759768498152423,0.5107393295062169,0.3210215262744667,0.335109860036944,155.81395944289028
track_26,Song 26,4,287860,1,Artist 26,1997-11-17,0.756730167068568,0.47508987286676807,6,-55.40265588046783,0,0.8246263528008929,0.7975424789866598,0.4550154384644478,0.22495004387703388,0.8630543931159491,134.72779194048337
track_27,Song 27,54,326821,1,Artist 27,1961-05-09,0.4422938054511353,0.9224342836561245,1,-20.158018013320948,0,0.6083500465316787,0.5379195263292431,0.767168140344352,0.8778321678901223,0.5255496701502296,153.37788060573644
track_28,Song 28,1,312121,1,Artist 28,2023-10-17,0.7073970000329277,0.0727349477786684,1,-45.746399125933806,1,0.444352196097495,0.3096819583129514,0.6598027014003166,0.48187338394499024,0.528352122551236,92.71670016203333
track_29,Song 29,61,182493,0,Artist 29,2019-09-08,0.3892304716917885,0.28060081323791597,9,-30.643244336903813,1,0.9439959067106114,0.14503273374988845,0.4459473053205738,0.5630942778724928,0.96146745905101,128.55018965466223
track_30,Song 30,90,156027,0,Artist 30,1980-06-02,0.228875462483499,0.34993785357071405,11,-42.834604678124364,0,0.04783881250703881,0.7368051067209991,0.22466070010507144,0.5936876193370206,0.32088139903664337,114.72261886501599
track_31,Song 31,20,213547,1,Artist 31,1992-11-28,0.5968518768877594,0.7824258122127878,9,-16.633879439352263,1,0.8501719452050476,0.601386985981786,0.7268635660178063,0.6396171246023561,0.47954112510622837,72.55911320154834
track_32,Song 32,78,293921,0,Artist 32,1971-11-24,0.9281820981139515,0.9925146201619713,0,-3.2815775849017967,0,0.9975825929459724,0.6554534564935641,0.7078621034542042,0.49555569037592995,0.811713597720834,147.57790156114845
track_33,Song 33,20,220127,0,Artist 33,2017-01-13,0.9291395200154627,0.24067051475715306,3,-4.9753932318112035,0,0.8869421108828673,0.00866908984513104,0.15329616051538741,0.01787353083631582,0.7589122488870297,129.33012697401648
track_34,Song 34,9,268930,1,Artist 34,1981-01-03,0.3419052781054903,0.8743073341370806,6,-24.99442709135453,1,0.8104365856156253,0.9275170157078245,0.9147518314254027,0.3347226869146519,0.26579942192867256,98.52436376636165
track_35,Song 35,86,335234,0,Artist 35,2020-02-16,0.527677466221695,0.8306227604317913,8,-32.2433818045813,0,0.37430599340632464,0.06629018744655024,0.06440511601504317,0.1838732407209912,0.15109104760538583,126.315936456472
track_36,Song 36,57,199003,1,Artist 36,2003-09-06,0.2116358985698612,0.22465739764176662,2,-10.901969433637092,0,0.2313141822622935,0.36680588514000567,0.0550377088927162,0.6801428429116769,0.7007045761873683,168.54172257565043
track_37,Song 37,38,303467,1,Artist 37,1984-03-19,0.9956311094988834,0.3993325801992226,11,-19.000418242336202,0,0.7348505204996011,0.40271164965170025,0.187350417662427,0.056704651370046655,0.25765617680719477,172.23208679312893
track_38,Song 38,4,159758,0,Artist 38,2008-01-07,0.9811179078679357,0.4096728692925191,10,-48.98615314698403,1,0.3045753662885684,0.0013555244979488457,0.9094607980487712,0.5638033911116442,0.9226758285242411,150.93365802491167
track_39,Song 39,64,174312,0,Artist 39,1986-05-10,0.6495089297074473,0.9782206685265583,6,-10.744847183219989,1,0.17603968215497068,0.4970893093507971,0.5199981240369218,0.21063172227430094,0.1292476939892261,125.48469667602293
track_40,Song 40,12,188670,1,Artist 40,2018-07-09,0.8044140596774734,0.18089190137889832,6,-34.26693663631739,1,0.7865258871035913,0.7528089945110099,0.7879409206729001,0.9488458384670612,0.31831520013477654,140.60494948853872
track_41,Song 41,84,202279,1,Artist 41,2022-06-02,0.7151001612837,0.799157971104782,6,-48.660860401729494,0,0.3125436522367222,0.8232686531147722,0.2278431880765006,0.3355409421865355,0.05478724692491377,113.9021519897864
track_42,Song 42,89,135434,0,Artist 42,2001-12-28,0.5931582190394682,0.3341927141731099,1,-43.092158976210456,0,0.9144417294873384,0.8793969933058844,0.49022197465374084,0.32522119137463423,0.7033053068633781,77.71788801919335
track_43,Song 43,84,315119,1,Artist 43,2023-01-28,0.053347996988897695,0.7308703457761604,5,-43.94837818509946,1,0.8406326448191253,0.4877188683153695,0.35828946362388225,0.9233846679907237,0.8912626489153983,113.98688363405287
track_44,Song 44,52,298847,1,Artist 44,1987-05-15,0.45476434255266107,0.42001100429566285,1,-28.847581523792392,1,0.8476403295092552,0.6306361905296505,0.8278286070661927,0.41734792030414136,0.635874527331007,134.24658584974878
track_45,Song 45,81,195769,1,Artist 45,2019-05-05,0.6747863021674105,0.57835976311654,5,-45.93779455932747,1,0.7715697260558262,0.07951971329649876,0.022604439359226625,0.9628623341857422,0.9377530155114836,143.83676205108176
track_46,Song 46,100,186677,0,Artist 46,1975-06-22,0.6775316138836847,0.8326117733261311,9,-52.586010755905434,0,0.8808814237747367,0.4880382242817499,0.24384272996610534,0.024170352133503492,0.12850397850120965,191.0121366476469
track_47,Song 47,44,203555,1,Artist 47,1974-03-04,0.3731226184223836,0.8041655649838841,2,-52.578548963174356,1,0.8057468921781201,0.15481575487173527,0.15257422430237877,0.3063445752021463,0.08773392726269891,168.82668230428627
track_48,Song 48,31,248379,0,Artist 48,2021-05-20,0.9416919866580306,0.8664231835397002,1,-25.0034281716542,0,0.6025113635747287,0.36964311762252144,0.8591890387215694,0.6661929602664312,0.8384127311673708,81.27895860225482
track_49,Song 49,35,336992,1,Artist 49,2021-07-04,0.167357032236781,0.05961732534465902,11,-15.914442669037285,1,0.29582271858186315,0.3293053128645993,0.4675438496937657,0.8908569645276385,0.8555111753865077,84.38550893140993
track_50,Song 50,80,359511,0,Artist 50,2006-05-18,0.5003594462155606,0.6920505530397448,5,-40.70801946969955,0,0.888209193214149,0.4235405772415082,0.4042200438932162,0.2564055930082839,0.8310395271071281,74.06926629356556
track_51,Song 51,98,296806,1,Artist 51,2021-05-04,0.6908839765508228,0.13998737672176287,1,-57.92095741115897,0,0.8406036227731919,0.5716366179741326,0.44948276210107985,0.9304775919636682,0.7989649025337456,163.3454418109285
track_52,Song 52,59,221665,0,Artist 52,2010-05-27,0.6971358058918092,0.415818568018411,4,-52.36650678377936,1,0.47287932221054507,0.9028766470629959,0.9719245507023352,0.5941214664991882,0.3622283639386602,158.85711898885998
track_53,Song 53,10,339575,0,Artist 53,2003-10-17,0.6486389567688156,0.5485884150546885,1,-5.118326379776576,0,0.03907868600195519,0.39448463134750533,0.8502673943359241,0.801008243197916,0.21746208359138774,198.09080623756336
track_54,Song 54,62,291675,0,Artist 54,2014-10-12,0.27528821345186016,0.40273948474683074,2,-30.38738042463282,1,0.6385437274019135,0.9811311957115507,0.7063687718503076,0.3972073043068972,0.92880401999779,133.08327847300882
track_55,Song 55,20,327780,1,Artist 55,2011-03-22,0.15620656868662197,0.5196116758030075,2,-32.78563142308951,0,0.05059685367658173,0.7590280480512028,0.2904789592232546,0.21218038256687333,0.30700018284833397,175.69809003884347
track_56,Song 56,51,332998,1,Artist 56,2023-01-17,0.6359403268267109,0.9965263087986191,5,-57.717049301394546,0,0.9262799618484072,0.5114810467883832,0.16517299951844777,0.9112354154476932,0.3984076821640322,140.70158020999025
track_57,Song 57,54,188803,1,Artist 57,2016-05-10,0.5993021161394377,0.13521731371285473,5,-16.281778660986056,1,0.961631256625307,0.6440264371119441,0.9214336290244534,0.9331358684062186,0.6995589594516332,182.3721397538412
track_58,Song 58,25,290404,0,Artist 58,1962-09-22,0.17935601028924097,0.6754560453364256,9,-28.315915144075266,0,0.18949014589960422,0.10222417113194449,0.42307552279648286,0.4975751441541355,0.2933560799939876,160.94294550238521
track_59,Song 59,67,211703,1,Artist 59,1996-01-01,0.7051391455705633,0.3960009663856152,2,-47.87514383480875,1,0.67638937805491,0.8445215313136548,0.27875579946862916,0.006495015999256504,0.8191302215610012,150.0037620987754
track_60,Song 60,33,141312,0,Artist 60,2010-03-22,0.4551719917336564,0.13300979890732878,2,-53.39557438913657,1,0.09226900456276277,0.5823574550639659,0.47092082641763544,0.10978295367040447,0.07003462363178126,139.11717393762706
track_61,Song 61,51,344448,1,Artist 61,1966-04-26,0.6677605916031529,0.15873676337430953,11,-36.99672818208009,1,0.7295169285731221,0.9860674802096018,0.9178474228203521,0.5730279602317218,0.7911826673889345,161.21587342201647
track_62,Song 62,81,335598,0,Artist 62,1980-01-24,0.8373670797701507,0.9492731062456169,0,-9.770282148298463,0,0.3472876661526746,0.6364287437528491,0.3870673133912932,0.02377670230188622,0.6018513226178042,118.75153797394147
track_63,Song 63,98,295251,0,Artist 63,1968-01-27,0.16972842857692316,0.879601496711762,6,-8.082326447938527,0,0.6810501117304453,0.8341115832663251,0.5626409972480995,0.3969119239866953,0.5729936441135929,73.52072129879298
track_64,Song 64,92,322514,0,Artist 64,1998-08-18,0.01914486799683668,0.9070419604150218,7,-23.829217176261814,0,0.37287650920217785,0.7997627427952397,0.8029663011085668,0.3033699455720126,0.4583770391386607,65.59805803169772
track_65,Song 65,51,237961,1,Artist 65,1977-02-18,0.7791025863957868,0.9915327758273865,1,-16.347814366191443,1,0.14556750983323574,0.34546115146826883,0.4271325310483912,0.7143482754022047,0.2770455962834224,127.06332242528434
track_66,Song 66,28,160379,1,Artist 66,1963-12-14,0.6096974251526159,0.20831539000851795,3,-53.090652755827776,1,0.40610998050255787,0.25961062523321166,0.2335418019263683,0.05557867294793528,0.46407028543123663,143.90082151081978
track_67,Song 67,37,137297,1,Artist 67,1984-08-15,0.6996395696221217,0.35543933736406175,9,-24.712436071928707,0,0.11267352663479002,0.43049358343151,0.9945257483830334,0.48873126897728747,0.4500285120186873,71.03886427988756
track_68,Song 68,41,122011,0,Artist 68,2019-07-12,0.8381549749886426,0.6692190299248667,6,-19.982057790769097,0,0.5768832749769458,0.46724134440883713,0.9565708574521596,0.5791142698756053,0.58375418878307,100.1664968476943
track_69,Song 69,20,240234,0,Artist 69,1973-10-04,0.8028109348245005,0.48380253986064725,7,-47.95722942517247,1,0.040951532149479775,0.24008470193664389,0.843479169125514,0.6172910760526177,0.28157428585553024,105.08450883656819
track_70,Song 70,41,164014,1,Artist 70,2009-10-27,0.9609201469288247,0.4183895333783335,0,-7.190716025384468,0,0.5273196795998597,0.8945978733509719,0.6883738793859225,0.40515767201694086,0.07759558197614902,138.79137492915515
track_71,Song 71,12,262810,1,Artist 71,2017-02-03,0.5359350788521182,0.35781124933559305,3,-48.300195748738815,1,0.8863686470955409,0.542547862300646,0.29486562806969696,0.30436778342955095,0.14508944663913825,98.98754384599047
track_72,Song 72,63,214333,1,Artist 72,1968-06-20,0.48849563265990537,0.5937806319434522,5,-41.191358409212974,0,0.8378732701193627,0.9784443921535696,0.913412938164032,0.6824930337371488,0.6991774314615729,73.39080393784093
track_73,Song 73,16,298570,0,Artist 73,1985-06-12,0.4018871998907301,0.575593428640082,2,-22.766589178592483,1,0.8827816996264968,0.8100177780462633,0.27555667012122875,0.847569048102495,0.022492329635540487,83.07994373251702
track_74,Song 74,8,131120,0,Artist 74,2012-03-07,0.15369104284420454,0.16145783406424008,4,-21.69899609215615,0,0.9220488021271073,0.555704860391946,0.8008094946768325,0.6936176377828788,0.85644304464543,84.35269222458705
track_75,Song 75,40,259839,0,Artist 75,1961-11-11,0.5726072328820224,0.47173983751843906,9,-18.036915540757967,0,0.10452788787569423,0.9470402781443592,0.9182581679413063,0.9321023654572216,0.6943973274799133,177.97729219118662
track_76,Song 76,0,142852,0,Artist 76,1979-02-01,0.2770125243259788,0.5534717762098499,8,-53.27929721590766,1,0.12874720287571306,0.5048748150953071,0.6030038404299115,0.7172635253579271,0.7680865413077163,99.80475617696081
track_77,Song 77,1,199239,0,Artist 77,1987-12-06,0.9213075122129755,0.5702869387313905,10,-9.032134204286685,1,0.5570068063131286,0.8871065125186705,0.8030562178911789,0.7646187340136184,0.8359844490934748,160.05684274806598
track_78,Song 78,59,252001,1,Artist 78,2006-01-15,0.5831908042770976,0.2101071929123518,2,-28.02917206300441,1,0.8939726684244292,0.3581447811958055,0.7916950992017466,0.16790319660208886,0.12271044393018116,139.49742448750283
track_79,Song 79,47,328559,0,Artist 79,2019-06-15,0.5928401805081102,0.7422713922522868,4,-31.7206923536959,0,0.9743494565240307,0.37864238340409406,0.19315775112097988,0.4195396445267118,0.8224510909700663,196.7854255063019
track_80,Song 80,28,211575,0,Artist 80,1966-12-19,0.35492466087701,0.025199094821069634,7,-1.1341425291894254,1,0.04626191733999996,0.41813068297093114,0.6679244735960846,0.4850553309559652,0.5046424376590564,98.19517364322832
track_81,Song 81,96,215040,0,Artist 81,2003-05-11,0.05198935197770749,0.35483185554316266,5,-15.577302183538812,1,0.35577408420066015,0.5466256459432461,0.09346793690444355,0.25629316229460763,0.8855238387531971,82.17222287408802
track_82,Song 82,9,268510,0,Artist 82,2020-11-26,0.03174376537298862,0.7802126485356335,3,-52.919638402837506,0,0.21289425465999345,0.553490270198824,0.5078501431374813,0.5285398603562879,0.8865866010603435,67.28529727723846
track_83,Song 83,57,299587,0,Artist 83,1967-09-23,0.4233351441531975,0.5638929210554023,7,-14.607649966425555,1,0.7559658489312481,0.4963989216770842,0.1622355481405775,0.2907919442218475,0.02417804375417021,93.73435271937927
track_84,Song 84,59,125744,1,Artist 84,2006-01-26,0.08456537809723785,0.26116243251086024,10,-54.28506396162783,1,0.640193868537032,0.30600097358316747,0.4163494987964317,0.687502092804416,0.3828652154835389,155.76992409815495
track_85,Song 85,20,334892,0,Artist 85,1994-07-02,0.6068469555401391,0.6949531193430477,2,-58.35176624922091,1,0.11988803148384541,0.927206464790831,0.8329820746984377,0.47028847670317586,0.5263987958652734,71.93615144916049
track_86,Song 86,27,293489,0,Artist 86,1973-05-14,0.8809730056396574,0.5673909441560734,2,-35.78244628380617,0,0.4835220673649715,0.5885860973492543,0.9871678396302044,0.4588069542690356,0.678360089782902,94.2582583209522
track_87,Song 87,74,356356,0,Artist 87,1976-05-02,0.8829148165187222,0.7962436094563872,3,-0.3853096308468764,0,0.6854405223712914,0.4077392161915949,0.3179598316596177,0.9836425310328117,0.28618624668413395,179.7431715457617
track_88,Song 88,33,258141,1,Artist 88,1995-02-04,0.6590454101322324,0.7350251861898234,8,-49.506963828308244,0,0.7790053939240377,0.6511769607436182,0.5319556987831766,0.39244484854257045,0.2521422606646523,141.61341291103284
track_89,Song 89,7,162359,1,Artist 89,2009-11-17,0.211231831472931,0.6101079220362347,4,-19.641339388392595,1,0.020052709784008527,0.7679667578098052,0.5112980243704885,0.3622954325895683,0.3812657190890473,69.73301563544736
track_90,Song 90,58,270871,1,Artist 90,1999-03-03,0.8629968313588721,0.488177675310814,7,-49.59623602763284,0,0.8904695739838898,0.9607280882282431,0.954401509831066,0.3186043712826544,0.5009386917498945,66.67564019496686
track_91,Song 91,85,218746,0,Artist 91,1963-07-13,0.8860934353132082,0.1331821256675234,5,-16.512781502496836,1,0.5692813829505244,0.4995491622675826,0.4785837324327735,0.8947492209757981,0.9511462314054133,68.55720254560737
track_92,Song 92,71,344834,1,Artist 92,1961-06-09,0.1966535849529587,0.26133301788538377,2,-29.678779905730433,1,0.8119091149599047,0.1120985103507588,0.6991062053996978,0.4967238260981782,0.7621084666974375,191.86250702061537
track_93,Song 93,48,240906,0,Artist 93,2021-12-07,0.7374260857706773,0.41909947291708527,7,-19.20169739463742,1,0.8079380300142834,0.4407658014365413,0.9217892331085261,0.6000144774806355,0.4293211669377053,178.98199999854765
track_94,Song 94,78,321260,0,Artist 94,1965-02-15,0.28651954892712295,0.5992992870063887,11,-47.827609445145924,0,0.18985266027096914,0.4789705614534714,0.37337855953684007,0.180818479002395,0.054366178440183766,178.29160588262846
track_95,Song 95,16,340931,1,Artist 95,2013-06-23,0.8026403123529297,0.5137078552153048,8,-15.26230004876988,0,0.1101721202536331,0.8969940781856739,0.9021222382453876,0.5409423600049269,0.16852059214375936,189.3903467140964
track_96,Song 96,59,358746,0,Artist 96,2001-02-11,0.9972378999036027,0.2881845259595295,7,-0.2628564226375971,1,0.7212872689738267,0.3948007684629531,0.9174562218910135,0.2746481928684883,0.45592442431941704,130.73575463512742
track_97,Song 97,86,127597,0,Artist 97,1963-02-20,0.030026005329392813,0.006464357789710551,3,-20.060969962442414,1,0.15642691882161908,0.9533242648871384,0.9306625039671307,0.7306369212628775,0.8138259000987043,94.62825396006816
track_98,Song 98,87,167093,0,Artist 98,2013-02-02,0.8973658657909319,0.49623922190081393,10,-30.39120011562734,0,0.8499374914047237,0.4851319077143348,0.2704461854714264,0.8325283487923821,0.38069553567734393,116.18872059339253
track_99,Song 99,44,288298,1,Artist 99,1988-11-15,0.622630533598658,0.2856259885622431,5,-4.609560682844112,0,0.7261894838621051,0.9737805009789289,0.4003555942699585,0.7148106921312776,0.5384966507450597,160.6409702037335
track_100,Song 100,82,323199,0,Artist 0,2022-03-14,0.9733826191648212,0.7346083007105351,0,-59.048889466087424,0,0.8418253643652626,0.008198321130962194,0.8703959082257019,0.7302441662702573,0.8918048860851021,182.64460201297712
track_101,Song 101,68,234650,0,Artist 1,1977-02-20,0.4650095175264276,0.02394626527048349,3,-16.204588842850733,1,0.2990126796093461,0.8988153748063467,0.35916182428041876,0.512474704119517,0.9137962594266289,120.9127297379334
track_102,Song 102,31,342441,1,Artist 2,1985-04-22,0.8473879305713737,0.5848278113057909,7,-6.675208991171225,0,0.31659806041056904,0.9311204519433507,0.6002530329335051,0.7121180563341353,0.21577499644268938,134.95333375348855
track_103,Song 103,43,328434,0,Artist 3,2003-09-11,0.06239406859827723,0.9414742375060654,0,-56.299524982742554,0,0.6712215563463176,0.9610209357652133,0.11805450726005196,0.4226869355081603,0.04359492179259439,190.44961905867547
track_104,Song 104,64,277489,0,Artist 4,1993-06-27,0.3352790500782957,0.1744092671114995,2,-32.996149775054505,0,0.03144595505894754,0.013076534174614851,0.056274988111240765,0.651489153529613,0.30541053097151494,75.04980919532008
track_105,Song 105,86,269765,1,Artist 5,1969-01-03,0.06701653775120997,0.47164949075059537,0,-47.71683276300006,1,0.7264967463374227,0.171700836550309,0.4119939894921726,0.2590392101205147,0.6958023148257801,180.72189037637736
track_106,Song 106,100,330746,0,Artist 6,2021-08-17,0.9753431334790705,0.09142199181713817,8,-26.008910064730195,0,0.8357830708546012,0.6537645030932362,0.5789165325927175,0.06975701231201015,0.9511122009762665,82.30304751527103
track_107,Song 107,7,240956,0,Artist 7,1995-12-12,0.8169739072718367,0.6256819122613526,1,-21.02742248378037,1,0.415163586604104,0.025472691735107134,0.39269911335894137,0.4134732641219685,0.07703199998411392,127.74058904068684
track_108,Song 108,76,235598,0,Artist 8,1973-07-24,0.8525474212459705,0.5505316805962256,8,-41.8426090242747,1,0.7648788300884687,0.06360899617650073,0.577735770160842,0.46177815578049,0.028483810549271515,90.57923801282834
track_109,Song 109,71,304233,0,Artist 9,1990-10-28,0.9379652314338942,0.40736552421283234,3,-32.40109981931395,1,0.17461091698226194,0.22107887369344192,0.515084376171785,0.25640715818869,0.8841472129857219,144.4126682966846
track_110,Song 110,86,253241,0,Artist 10,2007-03-21,0.08510348611978535,0.5213770214737412,1,-43.239630883406434,0,0.3222603938194847,0.5124397687438842,0.6857072292860759,0.7277095184072376,0.7481452691031412,138.20027903915724
track_111,Song 111,42,335164,1,Artist 11,1974-01-15,0.38559759251333336,0.8965746584690102,3,-37.83653013269317,0,0.9743049631104774,0.5459025592668075,0.6495324310653898,0.0735504789762792,0.9922485791555753,113.20103099370526
track_112,Song 112,0,273124,1,Artist 12,1967-05-16,0.07103488904400213,0.19629430231106704,11,-50.427602598694584,0,0.9863281735601263,0.03426112279350435,0.42424570320658006,0.22274832437918857,0.39679288146565317,180.86249207831742
track_113,Song 113,50,322921,1,Artist 13,1973-04-05,0.21079310155002862,0.022564511705347234,10,-6.866433384862113,1,0.512605053021588,0.17036725078153114,0.42499524041986325,0.7485647184536268,0.41605090513676934,152.3738648403284
track_114,Song 114,23,324923,1,Artist 14,1982-10-27,0.22936577703767236,0.861664884699101,10,-59.399375366451814,0,0.9342697914638769,0.4997056733346553,0.140778340012232,0.4371242737400124,0.1723118372974496,160.96871749467212
track_115,Song 115,98,128036,0,Artist 15,2019-08-20,0.4691072110475787,0.5771170823879065,9,-7.055448813372692,1,0.5227306780568546,0.5939406209434053,0.5132385720964592,0.7052836240393124,0.11584715259733847,81.0923633490736
track_116,Song 116,23,151778,0,Artist 16,2016-01-06,0.2685621674536426,0.8906584554618424,5,-25.699267299015688,0,0.2915881281611573,0.14840169648621537,0.5871791281356967,0.5674858777835963,0.578718010590238,183.64319491658648
track_117,Song 117,16,278806,0,Artist 17,2021-10-19,0.10097810681776109,0.5969452234131726,10,-40.10052934937895,0,0.26689928809877184,0.39884141194697065,0.4764893973538262,0.9507127499973624,0.36428500129483254,83.38562290680258
track_118,Song 118,4,274245,0,Artist 18,1999-01-25,0.1674910890941077,0.8101610899597025,6,-16.616572472380213,0,0.9295057053681488,0.9044014365169524,0.325707335086999,0.597795832722833,0.08031644794524506,91.18989498939442
track_119,Song 119,19,281475,0,Artist 19,1980-12-05,0.14727556355209093,0.42967336335514794,2,-29.534870888240143,0,0.1724463889738591,0.998899287046172,0.7216485442517359,0.014868974345519703,0.8869870695233198,77.92771938956326
track_120,Song 120,20,317393,1,Artist 20,1975-04-03,0.9730767979122983,0.7498599312882688,2,-30.053480513543608,1,0.5796324582018182,0.9872144548311412,0.07466164464522407,0.352877350504334,0.19835646824933306,121.65028911563418
track_121,Song 121,57,322747,1,Artist 21,2004-08-27,0.7592925069184736,0.913041466889856,11,-53.39146302486201,1,0.5555250680627196,0.8816745102868724,0.9144403697540473,0.1430606822047077,0.7485843470035328,184.27929244532336
track_122,Song 122,30,257416,0,Artist 22,1977-05-01,0.967761465269562,0.5721229637222063,9,-36.629038443275476,1,0.7396216846529949,0.3946600879499458,0.020643439545793285,0.9246336775977032,0.28222859611811113,95.34265274538035
