genre,artist_name,track_name,track_id,popularity,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,valence
pop,Artist 36,Track 36,feature_track_36,56,0.5009330453900419,0.7859974431031755,292273,0.36406757038051496,0.4114092493575692,1,0.25333493630450643,-27.369147827145838,1,0.45371041914652643,80.16818830373929,0.7686290398302169
jazz,Artist 37,Track 37,feature_track_37,90,0.9379626127473468,0.8267253989060335,306367,0.3143107467818401,0.7041496128976189,0,0.2912416132857335,-10.357448236172239,0,0.6934203881093185,184.49908783751363,0.911988914195803
hip-hop,Artist 38,Track 38,feature_track_38,69,0.8193198708815415,0.5273439500974534,186367,0.4751653584928792,0.5117172156121065,10,0.2517331142736082,-33.85906743979985,1,0.7711923970183893,169.57961679386685,0.8045627124080198
metal,Artist 39,Track 39,feature_track_39,39,0.12177326271201017,0.8679161897952336,284042,0.9287959833201244,0.16246803588949943,9,0.5302606130575158,-9.679573374348976,0,0.22299371697379544,173.8559332614613,0.3646596928190806
metal,Artist 40,Track 40,feature_track_40,63,0.5099419938605371,0.13683217701753214,180861,0.6406125988163284,0.07294730804218552,9,0.23070756060264208,-6.212045083196031,1,0.017943998255341875,198.7518124362336,0.22613552752081822
pop,Artist 41,Track 41,feature_track_41,59,0.8185640449812565,0.822996355500463,289816,0.45671713828552085,0.05562992614275464,7,0.38728891485837547,-0.9484035281362964,0,0.24314468422425395,79.13670393398384,0.3721059512228927
country,Artist 42,Track 42,feature_track_42,22,0.9986449574887541,0.46181275816159195,141070,0.31551692762601147,0.9761246369395584,7,0.17035852959475728,-25.33435595079235,0,0.3069439275162492,111.53650006781353,0.005940100623582856
electronic,Artist 43,Track 43,feature_track_43,71,0.3397090489898271,0.21247112072533192,231627,0.9120389247115808,0.3242292546932689,11,0.09536291277505149,-7.653799841138806,0,0.7718755200939175,91.51970097076216,0.6464820544155547
electronic,Artist 44,Track 44,feature_track_44,64,0.23606439495802256,0.6099542298191105,305223,0.47596514688522673,0.3547399082482313,2,0.07325141933468848,-13.520315158915295,0,0.6097544762478181,63.6843104387886,0.9748873558845822
electronic,Artist 45,Track 45,feature_track_45,50,0.6376030602399627,0.9066766867636064,232586,0.18509687573297318,0.14373684398316278,0,0.9442721179567981,-12.921872308072182,1,0.8442020351789589,156.0249560299496,0.464989372975703
indie,Artist 46,Track 46,feature_track_46,95,0.025994371533216598,0.6890054905899295,353159,0.6785251255840622,0.3301249677088074,10,0.4140740531148964,-20.681624160009605,1,0.5155360416477752,143.17511380756105,0.29121546898592743
r&b,Artist 47,Track 47,feature_track_47,84,0.07465797049640055,0.7968550409634,276579,0.3905308689796101,0.6764836900921082,1,0.3490802946756496,-9.773589783215947,0,0.6794251603525504,161.8960329584607,0.7077711057091781
jazz,Artist 48,Track 48,feature_track_48,83,0.7558651326578768,0.6255621498144919,270826,0.674035586438268,0.9626443946884883,5,0.48789857951121396,-56.82408205018089,0,0.6749543406801294,150.39409955900112,0.8937291392854443
country,Artist 49,Track 49,feature_track_49,10,0.870720376208437,0.4922070723866724,180697,0.5771249125423163,0.6068000428861993,0,0.41028263018035116,-18.357874030626718,1,0.8778871503686003,111.53037607094525,0.7497078138235088
jazz,Artist 0,Track 50,feature_track_50,74,0.8436215284115662,0.4405685225602287,335095,0.9784570472591511,0.4313439206329668,4,0.659497691279239,-29.1062889566969,1,0.502627978428537,155.77062155053648,0.7267204486932324
hip-hop,Artist 1,Track 51,feature_track_51,95,0.5387383318437441,0.7402474603704314,238170,0.7138412650710874,0.45615918262323096,7,0.44079800420430215,-54.58524761510316,1,0.7151020734918746,169.53573674870216,0.3093949207287806
classical,Artist 2,Track 52,feature_track_52,14,0.905527480397419,0.7806057444406068,270554,0.8952606264668714,0.1298168896345101,4,0.3889741571511308,-15.038734443128824,1,0.7488066791932647,85.29277838399832,0.5776554564852246
hip-hop,Artist 3,Track 53,feature_track_53,2,0.9638372237402628,0.4868635681696787,221541,0.4111641307729943,0.9644453331969853,3,0.03025400419145119,-36.29980075903446,1,0.8468350248736551,151.74045520649148,0.7572038485061543
r&b,Artist 4,Track 54,feature_track_54,84,0.6219867108494797,0.9922284133021622,338174,0.7695343231371492,0.5237270014607721,8,0.20683795590813292,-44.2978231660864,0,0.7070764870046546,152.0202850050145,0.8009524917650425
jazz,Artist 5,Track 55,feature_track_55,85,0.6733326067550015,0.3827917446806247,131509,0.6447257022816327,0.21332225269296534,9,0.7180286269693448,-43.40336044539284,1,0.8618750924543058,137.98035509488096,0.632179836579739
country,Artist 6,Track 56,feature_track_56,13,0.9036118573906441,0.5561573588692457,217174,0.4132441925588969,0.18955186016652437,1,0.2424666766194684,-9.649091365693977,1,0.5952158778931401,188.6050246105361,0.7532331453636728
indie,Artist 7,Track 57,feature_track_57,55,0.7753838954914934,0.5617195746971984,170818,0.22669268015404842,0.7991735817187265,6,0.056951001402147816,-17.615077418022267,1,0.5898061325831773,178.1811366875371,0.17955291334976697
jazz,Artist 8,Track 58,feature_track_58,29,0.8802419301529029,0.6187196528301621,215601,0.6554986153231659,0.47356537429615464,3,0.2529173360208735,-53.76370427135701,0,0.8341346979022756,180.6312848661697,0.43155277155049243
country,Artist 9,Track 59,feature_track_59,73,0.5991691874301959,0.196783802251148,293425,0.5601472825303088,0.8908958501457237,1,0.04718030052981581,-48.048970861852915,1,0.6105969026298406,197.42567342674212,0.9325653359132355
r&b,Artist 10,Track 60,feature_track_60,53,0.32514201336371373,0.5062372544238204,182142,0.3555629706721328,0.45646345852383885,8,0.0016516480432807734,-4.445676118402702,1,0.5275941184411591,63.915195519400655,0.8134888762709279
classical,Artist 11,Track 61,feature_track_61,25,0.39275123646589205,0.7536066659385893,239915,0.9889607519214743,0.638176428649597,7,0.3439077848160791,-10.564689021456722,0,0.15008382820553334,76.69720034812681,0.7265179308891799
electronic,Artist 12,Track 62,feature_track_62,94,0.22658747250991917,0.5040200893003944,223275,0.07100841784274303,0.14171225180118652,10,0.6991129512890469,-46.279254195265125,1,0.5761115317851508,161.04470898999892,0.579903183864421
jazz,Artist 13,Track 63,feature_track_63,15,0.010946143497013283,0.7481531903281562,293691,0.618208461522373,0.9505092910839388,3,0.27758039105336374,-3.7018917644135314,1,0.41252660281742015,150.79888728629805,0.48578809920721966
electronic,Artist 14,Track 64,feature_track_64,37,0.014570581025135754,0.19062986751468702,301193,0.46923375496141195,0.9703380329450673,4,0.2133469471911109,-55.263548104167526,0,0.7093015757661651,188.54968916221083,0.43215352527896633
jazz,Artist 15,Track 65,feature_track_65,6,0.8297947933471458,0.033367883948797195,148362,0.6569802179556098,0.9416586028749196,10,0.5975198389545837,-11.472688282636398,1,0.441587155911912,180.81473758094927,0.40027105603550306
indie,Artist 16,Track 66,feature_track_66,96,0.3361965479632756,0.2423890901724305,131215,0.9130575212252857,0.9830322461103512,9,0.8945216090309396,-55.923614033188954,1,0.7838493565443932,129.3604744026701,0.04907766375448508
jazz,Artist 17,Track 67,feature_track_67,0,0.6249504700251809,0.859307557788944,297040,0.6612126163363393,0.890698016209385,1,0.544516807331437,-9.086557362607145,1,0.6460020883240687,196.3571379539855,0.4759337946872454
electronic,Artist 18,Track 68,feature_track_68,24,0.5584175095103848,0.13219590927002467,271792,0.5962874196591343,0.7839172372715446,8,0.3157696747040284,-0.2684518979635655,0,0.5076773896229991,167.68959636833551,0.585805344730883
rock,Artist 19,Track 69,feature_track_69,95,0.4193383460822264,0.2708880046055485,339647,0.3317676773930631,0.5393704845327306,3,0.10438153613086232,-19.24587245958027,1,0.9472489116408338,142.60512224004376,0.19959377161556224
country,Artist 20,Track 70,feature_track_70,61,0.29004527508206945,0.06717586060029834,125446,0.30623506500340525,0.6264110826911027,6,0.7928558480403133,-33.88337259394012,1,0.25684133023778266,130.128371237139,0.9949403231769994
pop,Artist 21,Track 71,feature_track_71,50,0.42534326785824905,0.5304784047561387,284007,0.8237011104714934,0.9740159205163444,11,0.3715645607114375,-13.711462051970578,1,0.8288342074647873,131.30573536490238,0.09912637587901618
pop,Artist 22,Track 72,feature_track_72,95,0.4799661236909091,0.447243688793738,272793,0.23852589032943883,0.21240585419952596,8,0.401877874622926,-53.841474152784976,0,0.4822666204430973,164.85186441990896,0.30868064922587246
r&b,Artist 23,Track 73,feature_track_73,29,0.8693780798215358,0.7807572101245717,312329,0.9843654559895672,0.21121295923214256,6,0.494727701982939,-36.429450750523515,0,0.3690862598501212,67.46877118986329,0.8463309078779375
rock,Artist 24,Track 74,feature_track_74,82,0.2495882737798879,0.0898114565889232,120921,0.9597350504419471,0.43186419287013633,11,0.9036271314301826,-22.154136932774847,0,0.8466341496349992,178.64312662362138,0.5289266238147503
jazz,Artist 25,Track 75,feature_track_75,55,0.08780532941603081,0.07108154197781102,291624,0.5104564055358943,0.7467084217751352,4,0.5105649227658359,-23.20673086148689,1,0.02621555682988508,80.32740763416487,0.4185271662851652
rock,Artist 26,Track 76,feature_track_76,8,0.9829042014264324,0.2452220703077912,183110,0.1488642238361222,0.7170238725312053,9,0.827198286835301,-27.18748041433578,1,0.8219568598000836,107.80777481409865,0.6144661461830203
electronic,Artist 27,Track 77,feature_track_77,69,0.45904762531752275,0.9060992694662323,281003,0.5210983973569536,0.33098373298067996,0,0.4854713291868126,-25.03587381851498,0,0.6298143527153336,144.09350797142488,0.5732766519825856
indie,Artist 28,Track 78,feature_track_78,16,0.7396187978759571,0.5560604748589273,336362,0.3093522533537121,0.45486327008874883,6,0.35453612858885497,-53.83407685594553,1,0.6758131629097736,158.5581644975976,0.8125764866859904
pop,Artist 29,Track 79,feature_track_79,65,0.025293327280892952,0.8215696425448755,327266,0.8427326047356515,0.49974201595751866,0,0.9521715232069726,-50.34911823488586,1,0.7330832829212381,190.1128327041203,0.7349329066093685
jazz,Artist 30,Track 80,feature_track_80,10,0.6599917131778122,0.6440386107200905,233652,0.08112671670135807,0.8777462171976443,5,0.8969217216347887,-54.18222547823105,1,0.5722105119513453,164.9564490105338,0.7460867827237424
country,Artist 31,Track 81,feature_track_81,62,0.0719157353119485,0.8969532020275842,302479,0.1353944618630828,0.9448982682345858,5,0.9352624949052064,-14.99714742731635,1,0.48503188257284624,181.65448732593833,0.2478078547071627
metal,Artist 32,Track 82,feature_track_82,65,0.38256690520636727,0.48747115962317444,251572,0.6717356159305252,0.8432240088893561,4,0.08088412515997723,-57.750810671493575,1,0.8388839828036941,149.54520121501264,0.9536945832492012
classical,Artist 33,Track 83,feature_track_83,1,0.4997262416534406,0.7973996423353834,322521,0.9394427869693648,0.17816329156406618,7,0.3991482888612633,-52.65773213930642,1,0.31299478886728305,182.05240486585893,0.9854248897132938
country,Artist 34,Track 84,feature_track_84,97,0.3698372921382249,0.5534556203914847,232291,0.483574128783569,0.5826443252260637,9,0.6382420716310221,-49.1982016872317,0,0.14540719779023403,127.0199135364739,0.9975782119759539
r&b,Artist 35,Track 85,feature_track_85,45,0.31500742806628634,0.28619140723456205,299283,0.7002107748879041,0.7161701084006595,9,0.29542378635106414,-52.23118608306552,1,0.8616593689099398,192.10772097460793,0.5944835500156845
metal,Artist 36,Track 86,feature_track_86,9,0.9141507287984088,0.23274058148230203,296569,0.18605961958050043,0.03988533025460983,6,0.548111733387102,-34.25614614540519,0,0.058220739907594354,101.52328440307568,0.09257007627917635
classical,Artist 37,Track 87,feature_track_87,25,0.2728550308675146,0.9015442488125753,314520,0.8733956743508281,0.5710152295134595,7,0.742638642373941,-4.571209379439452,0,0.7953228772532254,171.912994837162,0.8258395470050718
electronic,Artist 38,Track 88,feature_track_88,5,0.21721434161803188,0.522307744168845,277348,0.026176936993576816,0.9923172119178477,1,0.9497331160577084,-3.395004866443486,0,0.4709497094897125,159.87798779345624,0.6603458965807647
indie,Artist 39,Track 89,feature_track_89,1,0.9792796843476685,0.011770303225347223,137550,0.6294982429777413,0.7620079635881917,11,0.6575161241261278,-37.07726534699988,1,0.15436437849685714,68.9291876314615,0.1518973970242622
classical,Artist 40,Track 90,feature_track_90,90,0.41697711509305735,0.8878743565515191,222841,0.6334529945753796,0.9296169857520422,0,0.8991817640391174,-6.541553841415414,0,0.17605197601886557,192.06774733797783,0.09443134790492203
r&b,Artist 41,Track 91,feature_track_91,79,0.622960158016506,0.5471742782541644,342336,0.5196421431517984,0.16959357889988547,8,0.5298486121222257,-37.6092329141633,1,0.7983368907552217,97.7245755666449,0.07966525789035839
classical,Artist 42,Track 92,feature_track_92,96,0.9088843063903945,0.9022588892696392,269534,0.13098188056306492,0.682861398145803,6,0.9299995370967761,-53.6208094672522,0,0.3585040890677508,77.64096124173545,0.4782113976389313
hip-hop,Artist 43,Track 93,feature_track_93,80,0.7090224635418961,0.3980625388564113,260179,0.4066090343266038,0.3654019962512153,10,0.6839605807500274,-13.078774886823282,1,0.09232075090192982,65.97065892335327,0.3294123610120102
metal,Artist 44,Track 94,feature_track_94,69,0.42031773284803653,0.5360142041048142,148814,0.03244835031359494,0.7148438039527988,9,0.46538503874197024,-45.51744842020008,1,0.2673149958629353,188.48153087217875,0.3449381956059355
country,Artist 45,Track 95,feature_track_95,23,0.8755193742151088,0.2842856186287779,152090,0.08031032798297422,0.08867165090135842,2,0.5743527941773102,-49.73209480714579,1,0.5599213663736923,116.97755606090871,0.5816865247123554
r&b,Artist 46,Track 96,feature_track_96,92,0.7906093198761104,0.7051530336557709,312906,0.9745415244134473,0.16601065714056895,11,0.26044241517419775,-1.25684057043334,0,0.38460365323243595,183.8326057835434,0.9744747892702988
indie,Artist 47,Track 97,feature_track_97,26,0.882571271735892,0.014945382339501934,279848,0.46885480290676307,0.09539217865446814,5,0.32399828899711536,-56.61008236534825,1,0.9429180308278388,133.23875646881697,0.025782374520312512
indie,Artist 48,Track 98,feature_track_98,78,0.7781191755023805,0.617100766240675,307965,0.5091025883807652,0.686319751100185,8,0.6850723151772702,-27.20408102610927,0,0.998888468928564,136.90066208285768,0.07979641803611892
rock,Artist 49,Track 99,feature_track_99,40,0.8123047136077977,0.27942214795406717,178124,0.2640022086871532,0.1822949844024666,1,0.626967229542027,-13.719015724960322,0,0.7300520710558038,158.45180146028508,0.8949941541683191
indie,Artist 0,Track 100,feature_track_100,40,0.9368448357673964,0.07289294386891632,210280,0.18275017948249084,0.3414492157585921,10,0.7408636323830918,-24.51124014224476,1,0.32279318454192985,110.11417768286043,0.6340122826580227
metal,Artist 1,Track 101,feature_track_101,2,0.2270002069894662,0.038954533583901885,312101,0.6397298987236907,0.16792732315850256,4,0.9088322677999202,-5.152281644466711,1,0.12497388357114703,164.8997544481267,0.20815542235008444
electronic,Artist 2,Track 102,feature_track_102,68,0.4948060157545435,0.46986283297268205,259275,0.5485309713611863,0.07196784479103979,0,0.8452594317852026,-52.95625988924963,1,0.5672357400746031,96.30873460224944,0.17688383937843588
electronic,Artist 3,Track 103,feature_track_103,96,0.4455003236843492,0.5686285050543661,340835,0.805264584918688,0.8449190842421471,10,0.5371505420471866,-38.1505569112187,1,0.8663375544350747,159.0158156152559,0.355786172260252
indie,Artist 4,Track 104,feature_track_104,54,0.2534583519261149,0.7364070192585043,130914,0.6487345514277689,0.7996236010416204,5,0.37700820727171724,-33.83315079107591,0,0.5944989018453751,146.3201489241212,0.4848680438497025
country,Artist 5,Track 105,feature_track_105,31,0.5402436326941257,0.9841775473870246,342617,0.7849701085481522,0.014800094212574555,2,0.7104797225162345,-36.627834626756645,1,0.14959454623806057,189.91101605807387,0.586110020773602
indie,Artist 6,Track 106,feature_track_106,78,0.4241778437774395,0.7228650591269739,350957,0.6410298751094398,0.7044219052634539,1,0.5768365086966633,-25.883476454775447,1,0.05641310881200223,114.74521864242291,0.7516700726136318
jazz,Artist 7,Track 107,feature_track_107,21,0.7734618552811203,0.0078564508145621,334425,0.9796300117705544,0.9284117873569281,0,0.742121454838949,-52.67197185085246,0,0.393510110310028,107.9271524850314,0.28860350175746774
classical,Artist 8,Track 108,feature_track_108,18,0.30987856532115676,0.3898171870683347,307853,0.4028299039756539,0.5246229994405537,3,0.3897762917046538,-56.950285849015444,0,0.16499186398633647,101.03833949140179,0.1813263668540307
hip-hop,Artist 9,Track 109,feature_track_109,47,0.6938640812246105,0.7258235718364212,122275,0.6061402501430335,0.37653091689270757,4,0.37674842364014205,-52.07773157465026,1,0.4923485178257355,85.99680708041433,0.19713721737325873
jazz,Artist 10,Track 110,feature_track_110,69,0.7016966945917616,0.10573267549490262,350838,0.623397067233656,0.9450165934443939,2,0.6460752480805234,-52.87350546438738,0,0.46646137326826065,65.44419005969672,0.2732907752024585
rock,Artist 11,Track 111,feature_track_111,33,0.04482204593731165,0.10207005719637297,342454,0.07518010855909718,0.4682999347151574,5,0.3984592130800939,-27.7693123903668,0,0.15839574204315465,121.9984584741355,0.3354407279921069
classical,Artist 12,Track 112,feature_track_112,26,0.1679634791328959,0.9473781551976249,329144,0.21569619643044213,0.860100686659526,3,0.8723121080733045,-13.964389776985314,0,0.10147397374693923,162.5024771276402,0.14866948893556564
hip-hop,Artist 13,Track 113,feature_track_113,49,0.2866068501788468,0.7895565200201511,205111,0.4738893176766952,0.3810546354572888,9,0.606323682115112,-41.953987743657095,0,0.4118254220191241,121.50989955238325,0.08838912826873091
hip-hop,Artist 14,Track 114,feature_track_114,23,0.7290966683073961,0.9143698677136447,163733,0.7296579265796028,0.8915063309315484,11,0.9435264546718133,-51.61423079584796,0,0.7165602356968962,99.82951997361442,0.005770508913070627
rock,Artist 15,Track 115,feature_track_115,9,0.9078355096826618,0.4909930008149024,137886,0.7030295665062462,0.8205878746287715,3,0.6830643434220982,-37.88009066431894,1,0.7286203340762907,83.6765159856569,0.10206326921649878
classical,Artist 16,Track 116,feature_track_116,82,0.8530269480237369,0.5546702669701287,140972,0.1020568713211627,0.43163457170169117,2,0.18790947170104522,-30.19842257007317,1,0.0033429214903738513,139.00177464083686,0.6664839921740932
electronic,Artist 17,Track 117,feature_track_117,52,0.3881597411921571,0.07995047662893051,137150,0.43328551280250616,0.3200197043663585,0,0.5665728182977998,-2.9613717018715846,1,0.7964354392077099,66.55906848927951,0.3234014126692528
electronic,Artist 18,Track 118,feature_track_118,77,0.214532280656079,0.705085646621471,213887,0.45195798563883194,0.17840095702357095,3,0.07820384591562402,-49.026326907213544,1,0.17073654222607237,132.69011052111057,0.048483497827442656
pop,Artist 19,Track 119,feature_track_119,57,0.8577450215558046,0.3075135375483842,348919,0.13972866932540662,0.4363425372928438,11,0.5701570715024085,-39.17975318213439,1,0.4123307565184856,84.83488801902608,0.8878623505206612
jazz,Artist 20,Track 120,feature_track_120,9,0.6258275144146838,0.9602839564169152,311576,0.9624473327618859,0.349291129725257,6,0.3971309133728559,-5.205743162824497,1,0.847135138147296,186.15668056086236,0.9000960131227277
classical,Artist 21,Track 121,feature_track_121,98,0.3118607583480538,0.9072597978487676,297976,0.8332724227384783,0.2913288010420664,9,0.9638360567603218,-50.65395953041099,0,0.9873207553193638,88.11062104325427,0.8641839837987431
r&b,Artist 22,Track 122,feature_track_122,31,0.09359210124499084,0.11312905692148634,287584,0.7237750247037782,0.24427981562620404,6,0.6251981102492511,-4.336363567051421,1,0.09620063193761208,120.48635529779958,0.7978006616523713
rock,Artist 23,Track 123,feature_track_123,78,0.5309189778211656,0.2471999540384584,139633,0.2709701485417697,0.0602481473159201,10,0.9987226015677543,-37.7289045306073,1,0.22575808812996012,73.86788468307431,0.6566409944188495
hip-hop,Artist 24,Track 124,feature_track_124,19,0.7472712942925251,0.13813009853065583,290498,0.47116577444380003,0.3495530303485366,4,0.6827617914011216,-28.014702318883735,0,0.8464090076156188,177.0613702422865,0.36478515293329794
